Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount_capped,Amount_minmax,Boxes_minmax,Amount_z,Boxes_z,PC1,PC2
Dotty Strutley,India,Peanut Butter Cubes,2022-02-16,9107.0,73,9107.0,0.5426016047591528,0.09266409266409266,0.7729425950903145,-0.7392149580344278,-1.069256860036962,0.02384904087562387
Dennison Crosswaite,UK,99% Dark & Pure,2022-05-30,12187.0,27,12187.0,0.7262513786776352,0.03346203346203346,1.5172897395448952,-1.1101652312406785,-1.8578912271047796,0.28788050060916404
Gigi Bohling,New Zealand,50% Dark Bites,2022-06-29,5670.0,64,5670.0,0.33766515250011897,0.08108108108108107,-0.05768115019877448,-0.8117921854008682,-0.5332370267590122,-0.6148104916633902
Gigi Bohling,USA,Milk Bars,2022-06-16,476.0,133,476.0,0.027964851937587108,0.16988416988416988,-1.3129211074380902,-0.25536677559149246,0.7478038395219295,-1.1089469969429184
Brien Boise,UK,Caramel Stuffed Bars,2022-03-04,2681.0,149,2681.0,0.15944139462922796,0.19047619047619047,-0.7800362199308336,-0.12634059360670968,0.4622326102057708,-0.6409051911626551
Curtice Advani,New Zealand,Peanut Butter Cubes,2022-03-15,1533.0,434,1533.0,0.09099011525961177,0.5572715572715572,-1.0574747010457228,2.1719382729972336,2.2835398131975957,0.7880447491122788
Curtice Advani,New Zealand,50% Dark Bites,2022-01-27,9765.0,85,9765.0,0.5818358746417377,0.1081081081081081,0.9319622123147022,-0.6424453215458408,-1.1132742435439777,0.20471935673071484
Beverie Moffet,Canada,Drinking Coco,2022-07-05,994.0,118,994.0,0.058851404823877344,0.15057915057915056,-1.1877354513252745,-0.3763288212022263,0.5737511304597239,-1.105960453315804
Barr Faughny,USA,Caramel Stuffed Bars,2022-03-29,3318.0,299,3318.0,0.19742350696236868,0.3835263835263835,-0.6260916968731817,1.0832798625006288,1.2087082212006464,0.32328085219339747
Mallorie Waber,Canada,Almond Choco,2022-05-12,4214.0,35,4214.0,0.2508488957386545,0.043758043758043756,-0.40955434575912175,-1.045652140248287,-0.44978906398110313,-1.0289863742824823
Oby Sorrel,USA,Drinking Coco,2022-03-11,7714.0,44,7714.0,0.459541820646021,0.05534105534105534,0.4362946820301746,-0.9730749128818467,-0.9965747977604307,-0.3795609412420905
Brien Boise,New Zealand,Eclairs,2022-07-11,4690.0,299,4690.0,0.27923113352605633,0.3835263835263835,-0.29451887797977744,1.0832798625006288,0.974250832503983,0.5577382408900645
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2022-08-01,13062.0,62,13062.0,0.7784246099044769,0.0785070785070785,1.7287519964922193,-0.827920458148966,-1.8078404299496336,0.636984089469237
Gunar Cockshoot,UK,Spicy Special Slims,2022-02-16,12488.0,200,12488.0,0.7441989702196687,0.25611325611325614,1.5900327559347747,0.2849303614697854,-0.922846753268985,1.32579913479144
Curtice Advani,USA,After Nines,2022-04-13,14147.0,235,14147.0,0.8431194166257605,0.30115830115830117,1.9909651951069012,0.5671751345614977,-1.006771606797647,1.8088783743353223
Oby Sorrel,India,Choco Coated Almonds,2022-02-14,49.0,363,49.0,0.0025043150988883975,0.4658944658944659,-1.4161146888283844,1.59938459043976,2.132279989033652,0.12959139021677968
Ches Bonnell,Australia,Peanut Butter Cubes,2022-03-14,5191.445,68,5191.445,0.3091305688775347,0.08622908622908622,-0.17333408776840503,-0.7795356399046725,-0.42864922828137014,-0.6737806460250089
Oby Sorrel,Australia,Spicy Special Slims,2022-04-26,11389.0,26,11389.0,0.6786693917987557,0.032175032175032175,1.3244361612089357,-1.1182293676147272,-1.7272253596018354,0.14581022207721184
Jehu Rudeforth,Canada,Manuka Honey Choco,2022-04-05,3584.0,200,3584.0,0.21328416925532853,0.25611325611325614,-0.5618071707611951,0.2849303614697854,0.5987338509256875,-0.19578146940325464
Camilla Castle,Canada,Drinking Coco,2022-03-03,12481.0,264,12481.0,0.7437815843698541,0.3384813384813385,1.588341057879196,0.8010350894089164,-0.556709389173965,1.6895440765528154
Kaine Padly,USA,Spicy Special Slims,2022-06-13,2107.0,175,2107.0,0.12521575494441986,0.22393822393822393,-0.9187554604882782,0.08332695211856231,0.7085792692620684,-0.5907371634647935
Marney O'Breen,New Zealand,70% Dark Bites,2022-02-14,8603.0,352,8603.0,0.512549823572492,0.4517374517374517,0.6511403350886559,1.5106790903252219,0.6077856825204304,1.5286371754109542
Roddy Speechley,New Zealand,99% Dark & Pure,2022-04-18,7483.0,183,7483.0,0.44576808760213477,0.23423423423423423,0.380468646196081,0.1478400431109537,-0.16449326273944484,0.3735706567687823
Oby Sorrel,New Zealand,85% Dark Bars,2022-02-01,3381.0,417,3381.0,0.20117997961070128,0.5353925353925354,-0.6108664143729743,2.0348479546384017,1.8708025714106387,1.0069070034061351
Dotty Strutley,New Zealand,Orange Choco,2022-08-04,2030.0,146,2030.0,0.1206245105964578,0.1866151866151866,-0.9373641390996427,-0.15053300272885647,0.5563736321764943,-0.7692594462203989
Andria Kimpton,New Zealand,Almond Choco,2022-04-05,6559.0,158,6559.0,0.39067315542659004,0.20205920205920205,0.1571645028597068,-0.05376336624026939,-0.14914852658182123,0.07311564488600193
Karlen McCaffrey,Australia,99% Dark & Pure,2022-01-26,10822.0,168,10822.0,0.6448611379637623,0.2149292149292149,1.1874086187070698,0.02687799750021985,-0.8206190720299942,0.8586303006242472
Kaine Padly,UK,After Nines,2022-01-21,18697.0,176,16778.052499999998,1.0000000000000002,0.2252252252252252,2.6268146805890713,0.09139108849261124,-1.792815215151748,1.9220617319780655
Kaine Padly,Canada,After Nines,2022-08-22,5845.0,172,5845.0,0.3480997987454873,0.22007722007722005,-0.015388698809309667,0.05913454299641554,0.052695889636833124,0.030932983073432327
Kaine Padly,UK,Drinking Coco,2022-01-27,2317.0,224,2317.0,0.13773733043886185,0.287001287001287,-0.8680045188209203,0.47846963444695956,0.9521010044681304,-0.2754427582495522
Rafaelita Blaksland,UK,50% Dark Bites,2022-02-16,10150.0,68,10150.0,0.604792096381548,0.08622908622908622,1.0250056053715249,-0.7795356399046725,-1.2760033514656148,0.17357347715924823
Dotty Strutley,USA,Raspberry Choco,2022-01-03,3437.0,46,3437.0,0.20451906640921913,0.05791505791505791,-0.5973328299283456,-0.9569466401337487,-0.2542853638045807,-1.0990415531399385
Karlen McCaffrey,USA,White Choc,2022-08-24,4592.0,2,4592.0,0.2733877316286501,0.001287001287001287,-0.31820265075787774,-1.3117686405919013,-0.7025572489679709,-1.1525637532528177
Oby Sorrel,USA,Spicy Special Slims,2022-02-07,5691.0,417,5691.0,0.33891731004956316,0.5353925353925354,-0.0526060560320387,2.0348479546384017,1.4760528863601339,1.4016566884566455
Mallorie Waber,Australia,Smooth Sliky Salty,2022-02-11,4158.0,109,4158.0,0.24750980894013663,0.138996138996139,-0.4230879302037505,-0.4489060485686666,-0.018256166573313727,-0.6165928555438144
Kaine Padly,Canada,Organic Choco Syrup,2022-03-29,5684.0,81,5684.0,0.33849992419974845,0.10296010296010295,-0.0542977540876173,-0.6747018670420365,-0.43869195534609845,-0.5154805755831989
Marney O'Breen,USA,Peanut Butter Cubes,2022-06-15,693.0,350,693.0,0.04090381328184383,0.4491634491634492,-1.260478467715154,1.4945508175771238,1.9480998899976976,0.16551414587565508
Dennison Crosswaite,UK,Smooth Sliky Salty,2022-04-26,5191.445,142,5191.445,0.3091305688775347,0.18146718146718147,-0.17333408776840503,-0.18278954822505217,-0.006686020208138439,-0.25181743795178313
Brien Boise,Australia,Organic Choco Syrup,2022-07-15,4263.0,264,4263.0,0.25377059668735763,0.3384813384813385,-0.3977124593700716,0.8010350894089164,0.8476425206723758,0.2851921667064542
Beverie Moffet,India,Organic Choco Syrup,2022-06-23,1036.0,20,1036.0,0.06135571992276574,0.02445302445302445,-1.1775852629918029,-1.1666141858590209,0.0077577230374987725,-1.6575993267361846
Dennison Crosswaite,Australia,Baker's Choco Chips,2022-01-11,13846.0,421,13846.0,0.825171825083727,0.5405405405405405,1.9182221787170217,2.0671045001345973,0.10527569907318231,2.818051519859641
Beverie Moffet,UK,50% Dark Bites,2022-02-09,2499.0,271,2499.0,0.14858936253404492,0.3474903474903475,-0.824020369375877,0.857484044027259,1.189003173312465,0.02366239126940401
Van Tuxwell,UK,Almond Choco,2022-06-06,10689.0,204,10689.0,0.6369308068172824,0.26126126126126126,1.1552663556510765,0.31718690696598106,-0.5926116613383069,1.041181686976782
Dotty Strutley,UK,Caramel Stuffed Bars,2022-08-10,5768.0,235,5768.0,0.3435085543975252,0.30115830115830117,-0.033997377420674185,0.5671751345614977,0.42509315988554724,0.3770136076521075
Wilone O'Kielt,Australia,Smooth Sliky Salty,2022-01-04,2226.0,46,2226.0,0.13231131439127033,0.05791505791505791,-0.8899965935434421,-0.9569466401337487,-0.04734083194477056,-1.3059860849997516
Andria Kimpton,Canada,70% Dark Bites,2022-04-08,10262.0,15,10262.0,0.6114702699785837,0.018018018018018018,1.0520727742607823,-1.2069348677292655,-1.5973596224033964,-0.10950403644029806
Barr Faughny,UK,Milk Bars,2022-03-02,3864.0,430,3864.0,0.22997960324791783,0.552123552123552,-0.4941392485380514,2.1396817275010376,1.8623926725886195,1.163574245605236
Van Tuxwell,Canada,Drinking Coco,2022-06-15,4900.0,709,4900.0,0.2917527090204983,0.9111969111969112,-0.24376793631241966,4.3895757758606875,3.276268758445676,2.931528836840907
Jehu Rudeforth,Australia,After Nines,2022-02-14,5250.0,47,5250.0,0.312622001511235,0.0592020592020592,-0.15918303353349003,-0.9488825037596998,-0.5584018504963828,-0.7835206554191257
Husein Augar,UK,After Nines,2022-07-05,3507.0,380,3507.0,0.20869292490736646,0.4877734877734878,-0.5804158493725596,1.7364749087985916,1.6382891663712678,0.8174572003722771
Barr Faughny,India,Mint Chip Choco,2022-01-12,7413.0,465,7413.0,0.44159422910398743,0.5971685971685972,0.3635516656402951,2.42192650059275,1.4554908040186352,1.969630500190445
Curtice Advani,India,Mint Chip Choco,2022-03-03,8155.0,96,8155.0,0.4858371291843491,0.12226512226512226,0.5428716595316259,-0.5537398214313026,-0.7754214145159095,-0.00768495097828912
Jehu Rudeforth,New Zealand,Milk Bars,2022-05-18,2478.0,188,2478.0,0.1473372049846007,0.24066924066924064,-0.8290954635426128,0.18816072498119832,0.7193087491091643,-0.4532092999348083
Gunar Cockshoot,India,Caramel Stuffed Bars,2022-07-28,2471.0,202,2471.0,0.146919819134786,0.2586872586872587,-0.8307871615981913,0.30105863421788326,0.8003358374790279,-0.3745746338985854
Curtice Advani,UK,Manuka Honey Choco,2022-02-07,1666.0,106,1666.0,0.0989204464060917,0.13513513513513511,-1.0253324379897295,-0.4730984576908134,0.39048839227099397,-1.0595506474751466
Andria Kimpton,India,Orange Choco,2022-05-30,301.0,421,301.0,0.017530205692218786,0.5405405405405405,-1.3552135588275551,2.0671045001345973,2.4199443068693234,0.5033829120634667
Mallorie Waber,Australia,Raspberry Choco,2022-04-25,8400.0,27,8400.0,0.5004456339278648,0.03346203346203346,0.6020810914768766,-1.1101652312406785,-1.2107409858553155,-0.35926974064030925
Beverie Moffet,Canada,85% Dark Bars,2022-02-16,6139.0,45,6139.0,0.36563000443770605,0.056628056628056624,0.05566261952499123,-0.9650107765077978,-0.7217250797114926,-0.6430062482620266
Kelci Walkden,Australia,Drinking Coco,2022-05-04,1288.0,60,1288.0,0.07638161051609613,0.07593307593307592,-1.1166841329909736,-0.8440487308970639,0.1927823416121145,-1.3864475041505526
Van Tuxwell,Canada,70% Dark Bites,2022-06-02,7077.0,77,7077.0,0.42155970831288025,0.0978120978120978,0.28235015897252264,-0.7069584125382322,-0.6995467996012334,-0.3002433754440852
Dennison Crosswaite,USA,Caramel Stuffed Bars,2022-07-11,2317.0,464,2317.0,0.13773733043886185,0.5958815958815958,-0.8680045188209203,2.4138623642187014,2.3206303279488822,1.09308656523118
Beverie Moffet,New Zealand,Spicy Special Slims,2022-06-07,63.0,60,63.0,0.003339086798517863,0.07593307593307592,-1.4127312927172273,-0.8440487308970639,0.40211929580556394,-1.5957844583440048
Jan Morforth,UK,Almond Choco,2022-07-06,9744.0,157,9744.0,0.5805837170922935,0.20077220077220076,0.9268871181479664,-0.06182750261431831,-0.6991268129992929,0.6116895202744752
Husein Augar,India,Raspberry Choco,2022-06-15,5191.445,154,5191.445,0.3091305688775347,0.1969111969111969,-0.17333408776840503,-0.08601991173646507,0.06174044596589916,-0.18339097177774655
Dotty Strutley,India,Mint Chip Choco,2022-04-14,1260.0,239,1260.0,0.07471206711683719,0.30630630630630634,-1.1234509252132878,0.5994316800576934,1.2182619733754536,-0.37053756172178537
Camilla Castle,India,Drinking Coco,2022-08-08,469.0,163,469.0,0.027547466087772376,0.2084942084942085,-1.3146128054936688,-0.013442684370024768,0.9200662161238433,-0.9390770426746465
Marney O'Breen,UK,Drinking Coco,2022-03-29,973.0,28,973.0,0.05759924727443314,0.03474903474903475,-1.1928105454920102,-1.1021010948666294,0.06414126765490118,-1.6227475831215377
Roddy Speechley,Australia,Organic Choco Syrup,2022-07-04,3647.0,76,3647.0,0.21704064190366112,0.09652509652509651,-0.5465818882609877,-0.7150225489122811,-0.11910553337407806,-0.8920890527002553
Ches Bonnell,India,99% Dark & Pure,2022-02-16,455.0,96,455.0,0.02671269438814291,0.12226512226512226,-1.3179962016048261,-0.5537398214313026,0.5404108689857728,-1.3235172344799904
Rafaelita Blaksland,Canada,Spicy Special Slims,2022-05-02,2520.0,156,2520.0,0.1498415200834891,0.19948519948519947,-0.8189452752091412,-0.06989163898836723,0.5296609056441459,-0.6285026093979874
Van Tuxwell,India,Eclairs,2022-07-21,10500.0,106,10500.0,0.6256613888722846,0.13513513513513511,1.1095905081504545,-0.4730984576908134,-1.1191301002554817,0.4500678450513505
Gunar Cockshoot,Australia,99% Dark & Pure,2022-08-18,7952.0,235,7952.0,0.4737329395397219,0.30115830115830117,0.4938124159198467,0.5671751345614977,0.05187527583779737,0.7502314916998627
Kaine Padly,USA,85% Dark Bars,2022-06-22,483.0,259,483.0,0.02838223778740184,0.33204633204633205,-1.3112294093825116,0.7607144075386719,1.4650855231825044,-0.389272890948714
Camilla Castle,UK,Peanut Butter Cubes,2022-07-19,4872.0,126,4872.0,0.2900831656212394,0.16087516087516085,-0.2505347285347341,-0.31181573020983494,-0.04333221184237102,-0.3976418227816502
Madelene Upcott,UK,Peanut Butter Cubes,2022-08-12,7756.0,85,7756.0,0.4620461357449094,0.1081081081081081,0.4464448703636461,-0.6424453215458408,-0.7699616386667204,-0.13859324814654714
Madelene Upcott,USA,Choco Coated Almonds,2022-06-07,5446.0,132,5446.0,0.3243088053060475,0.16859716859716858,-0.11181548797728945,-0.2634309119655414,-0.10720829443456857,-0.2653392740154142
Marney O'Breen,Canada,Peanut Butter Cubes,2022-03-08,6594.0,91,6594.0,0.3927600846756637,0.11583011583011582,0.16562299313759976,-0.5940605033015472,-0.5371773518876296,-0.3029510687516037
Ches Bonnell,Australia,Choco Coated Almonds,2022-04-08,1470.0,167,1470.0,0.08723364261127918,0.21364221364221364,-1.07269998354593,0.018813861126170926,0.7718168413266369,-0.745210023761413
Curtice Advani,Canada,Eclairs,2022-05-06,721.0,203,721.0,0.04257335668110276,0.25997425997426,-1.2537116754928395,0.30912277059193216,1.1050908346984587,-0.6679252200890142
Roddy Speechley,India,Drinking Coco,2022-05-31,4494.0,11,4494.0,0.2675443297312438,0.01287001287001287,-0.34188642353597803,-1.2391914132254611,-0.6344904430019668,-1.1179908599577664
Van Tuxwell,Australia,Mint Chip Choco,2022-01-13,2674.0,295,2674.0,0.15902400877941325,0.3783783783783784,-0.7817279179864122,1.0510233170044332,1.2959508264900474,0.19042060278797038
Dennison Crosswaite,USA,70% Dark Bites,2022-03-15,658.0,77,658.0,0.038816884032770164,0.0978120978120978,-1.2689369579930467,-0.7069584125382322,0.3973788403724416,-1.3971690154177763
Andria Kimpton,Canada,Peanut Butter Cubes,2022-02-16,1127.0,319,1127.0,0.06678173597035726,0.4092664092664093,-1.1555931882692811,1.2445625899816073,1.6971664267052786,0.06291086726888345
Gigi Bohling,USA,70% Dark Bites,2022-01-14,7364.0,196,7364.0,0.43867252815528435,0.25096525096525096,0.35170977925124497,0.2526738159735897,-0.07002900121496908,0.42736373862138655
Rafaelita Blaksland,Australia,White Choc,2022-03-21,6818.0,102,6818.0,0.4061164318697352,0.12998712998712997,0.2197573309161147,-0.5053550031870091,-0.5127318485663258,-0.2019480507538389
Roddy Speechley,Canada,Drinking Coco,2022-05-17,6776.0,312,6776.0,0.40361211677084674,0.40025740025740025,0.20960714258264315,1.1881136353632649,0.6919085764802498,0.9883378402908831
Camilla Castle,New Zealand,85% Dark Bars,2022-08-08,15099.0,55,15099.0,0.8998838922005642,0.06949806949806948,2.2210361306655897,-0.8843694127673085,-2.195853318095691,0.9451661004122561
Madelene Upcott,Canada,Milk Bars,2022-04-26,5191.445,82,5191.445,0.3091305688775347,0.10424710424710423,-0.17333408776840503,-0.6666377306679876,-0.3488183510783263,-0.5939497688219662
Madelene Upcott,Australia,70% Dark Bites,2022-04-15,3710.0,260,3710.0,0.22079711455199372,0.33333333333333337,-0.5313566057607805,0.7687785439127208,0.9193343807931206,0.16788266246968347
Oby Sorrel,Canada,Eclairs,2022-05-19,6111.0,591,6111.0,0.36396046103844715,0.7593307593307592,0.04889582730267685,3.4380076837229145,2.396463975874496,2.4656131179893603
Dennison Crosswaite,Canada,Drinking Coco,2022-01-10,2702.0,24,2702.0,0.16069355217867218,0.029601029601029602,-0.7749611257640978,-1.134357640362825,-0.25413171260758,-1.3500922469750773
Mallorie Waber,New Zealand,After Nines,2022-05-04,483.0,228,483.0,0.02838223778740184,0.29214929214929214,-1.3112294093825116,0.5107261799431553,1.2883171522329073,-0.5660412618983086
Roddy Speechley,Canada,White Choc,2022-04-05,5887.0,268,5887.0,0.3506041138443757,0.34362934362934366,-0.00523851047583811,0.8332916349051122,0.5929303520282154,0.5855219794666435
Andria Kimpton,India,After Nines,2022-01-17,952.0,68,952.0,0.05634708972498895,0.08622908622908622,-1.1978856396587458,-0.7795356399046725,0.29581812173548566,-1.3982479960418748
Roddy Speechley,India,Spicy Special Slims,2022-03-22,10647.0,173,10647.0,0.634426491718394,0.22136422136422135,1.145116167317605,0.06719867937046446,-0.7622027652869857,0.8572360490262692
Dotty Strutley,Australia,White Choc,2022-07-05,6055.0,93,6055.0,0.3606213742399293,0.1184041184041184,0.035362242858048114,-0.5779322305534494,-0.43366468101350547,-0.3836549175677167
Oby Sorrel,Canada,Orange Choco,2022-04-27,8757.0,338,8757.0,0.5217323122684161,0.4337194337194337,0.6883576923113849,1.3977811810885368,0.5016381596473528,1.4751229438779454
Kaine Padly,Canada,Almond Choco,2022-08-12,6055.0,73,6055.0,0.3606213742399293,0.09266409266409266,0.035362242858048114,-0.7392149580344278,-0.5477087913035681,-0.4976990278577777
Jan Morforth,UK,Baker's Choco Chips,2022-03-11,721.0,251,721.0,0.04257335668110276,0.32175032175032175,-1.2537116754928395,0.6962013165462805,1.378796699394609,-0.3942193553928678
Jehu Rudeforth,UK,Fruit & Nut Bars,2022-05-13,8589.0,229,8589.0,0.5117150518728626,0.29343629343629346,0.6477569389774986,0.5187903163172042,-0.09119317342981523,0.8248734747934398
Dennison Crosswaite,USA,Smooth Sliky Salty,2022-05-12,11781.0,91,11781.0,0.7020429993883808,0.11583011583011582,1.419171252321337,-0.5940605033015472,-1.4235698265010355,0.583441405861815
Brien Boise,USA,Raspberry Choco,2022-01-12,672.0,194,672.0,0.03965165573239963,0.24839124839124838,-1.2655535618818896,0.23654554322549184,1.0621444632356685,-0.7276185478872798
Madelene Upcott,New Zealand,Milk Bars,2022-03-29,12558.0,403,12558.0,0.7483728287178161,0.5173745173745173,1.6069497364905607,1.9219500454017169,0.22273885450695333,2.495308965903756
Roddy Speechley,India,50% Dark Bites,2022-03-14,8337.0,12,8337.0,0.4966891612795322,0.014157014157014158,0.5868558089766693,-1.231127276851412,-1.285508168071485,-0.45556872385923225
Barr Faughny,New Zealand,99% Dark & Pure,2022-05-24,8134.0,195,8134.0,0.48458497163490494,0.24967824967824967,0.5377965653648902,0.24460967959954077,-0.20731443507964045,0.5532447614570537
Dennison Crosswaite,Canada,Organic Choco Syrup,2022-01-28,8491.0,75,8491.0,0.5058716499754563,0.09523809523809523,0.6240731661993983,-0.72308668528633,-0.9525858663278214,-0.07001313077550607
Beverie Moffet,India,Almond Choco,2022-05-24,3066.0,96,3066.0,0.18239761636903828,0.12226512226512226,-0.686992826874011,-0.5537398214313026,0.0942241037620206,-0.8773304692562316
Brien Boise,Australia,Peanut Butter Cubes,2022-08-19,301.0,205,301.0,0.017530205692218786,0.2625482625482626,-1.3552135588275551,0.32525104334003,1.1882679157366476,-0.7282934790691918
Karlen McCaffrey,Australia,Spicy Special Slims,2022-05-17,4410.0,323,4410.0,0.26253569953346706,0.4144144144144144,-0.36218680020292116,1.276819135477803,1.1589522115248467,0.6467427265653485
Jehu Rudeforth,USA,White Choc,2022-06-07,6559.0,119,6559.0,0.39067315542659004,0.15186615186615185,0.1571645028597068,-0.36826468482817737,-0.3715345416474433,-0.149270370179617
Ches Bonnell,Canada,Organic Choco Syrup,2022-07-26,574.0,217,574.0,0.03380825383499337,0.277992277992278,-1.28923733465999,0.4220206798286171,1.2100421464047166,-0.6132147773891858
Dotty Strutley,India,Eclairs,2022-07-28,2086.0,384,2086.0,0.12396359739497567,0.49292149292149295,-0.923830554655014,1.7687314542947874,1.903928855293682,0.5974351555658847
Karlen McCaffrey,India,70% Dark Bites,2022-05-23,5075.0,344,5075.0,0.30218735526586665,0.44144144144144143,-0.20147548492295486,1.4461659993328304,1.16505846648154,0.8801291032177867
Jehu Rudeforth,UK,Mint Chip Choco,2023-01-04,5902.13,178,5902.13,0.35150626354547526,0.2277992277992278,-0.0015820259642803547,0.10751936124070909,0.07714633072950759,0.07490900815479509
Van Tuxwell,India,85% Dark Bars,2023-08-01,8074.39,100,8074.39,0.48103063299098264,0.1274131274131274,0.5233905480658845,-0.5214832759351069,-0.7388373664354203,0.0013486450572461697
Gigi Bohling,India,Peanut Butter Cubes,2023-07-07,4666.18,100,4666.18,0.27781082910568683,0.1274131274131274,-0.3002754847917605,-0.5214832759351069,-0.15641752916876206,-0.5810711922094204
Jan Morforth,Australia,Peanut Butter Cubes,2023-04-27,14103.4,350,14103.4,0.8405196990469144,0.4491634491634492,1.9804283329321546,1.4945508175771238,-0.3435672859335962,2.457181321806982
Jehu Rudeforth,UK,Peanut Butter Cubes,2023-02-24,14167.84,178,14167.84,0.8443620339272089,0.2277992277992278,1.9960016218895096,0.10751936124070909,-1.3353586126552575,1.4874139515395806
Van Tuxwell,India,Smooth Sliky Salty,2023-06-06,5768.75,37,5768.75,0.3435532743100054,0.04633204633204633,-0.03381612405757648,-1.0295238675001892,-0.7040716974682321,-0.7518949187373372
Oby Sorrel,UK,99% Dark & Pure,2023-01-25,5191.445,175,5191.445,0.3091305688775347,0.22393822393822393,-0.17333408776840503,0.08332695211856231,0.18148676177046488,-0.06364465597318252
Gunar Cockshoot,Australia,After Nines,2023-03-24,3249.23,78,3249.23,0.1933229891206888,0.09909909909909909,-0.6427114219134873,-0.6988942761641832,-0.03972727722708946,-0.9486584867892326
Jehu Rudeforth,New Zealand,50% Dark Bites,2023-04-20,4526.24,64,4526.24,0.2694666897023905,0.08108108108108107,-0.3340949456342847,-0.8117921854008682,-0.33778295759305327,-0.810264560829352
Brien Boise,Australia,99% Dark & Pure,2023-07-04,3166.56,98,3166.56,0.18839366223437679,0.12483912483912482,-0.6626903759498705,-0.5376115486832048,0.08844408694311391,-0.8487416303793124
Rafaelita Blaksland,UK,Smooth Sliky Salty,2023-01-13,4866.39,65,4866.39,0.2897486606758879,0.08236808236808237,-0.2518905036907048,-0.8037280490268193,-0.39020807042051087,-0.7464350369728875
Barr Faughny,USA,Orange Choco,2023-03-10,4254.37,12,4254.37,0.25325601956108607,0.014157014157014158,-0.39979808140144923,-1.231127276851412,-0.5878385115010338,-1.1532383804296935
Mallorie Waber,Canada,Eclairs,2023-01-13,1652.61,277,1652.61,0.09812204690194608,0.3552123552123552,-1.0285684146989007,0.9058688622715525,1.367853716325846,-0.08676168556994208
Karlen McCaffrey,New Zealand,Drinking Coco,2023-07-28,171.49,163,171.49,0.009807971205146489,0.2084942084942085,-1.386512389567267,-0.013442684370024768,0.9709068995867763,-0.9899177261375804
Marney O'Breen,New Zealand,Peanut Butter Cubes,2023-08-03,8549.84,169,8549.84,0.509380076175899,0.2162162162162162,0.6382930967122905,0.03494213387426877,-0.4266335572581945,0.47604919688144803
Beverie Moffet,Australia,Organic Choco Syrup,2023-01-26,7807.74,355,7807.74,0.46513121344054,0.45559845559845563,0.45894893570587986,1.5348714994473684,0.7607921408532317,1.4098439501651694
Van Tuxwell,Canada,Organic Choco Syrup,2023-02-14,4561.43,44,4561.43,0.2715649479959592,0.05534105534105534,-0.32559053783774017,-0.9730749128818467,-0.45784059230602825,-0.9182951466965007
Roddy Speechley,USA,Smooth Sliky Salty,2023-04-05,3041.12,148,3041.12,0.18091410780569678,0.18918918918918917,-0.6930056051058389,-0.1344047299807586,0.39499046677767974,-0.5850674587635696
Beverie Moffet,Canada,Milk Bars,2023-02-16,9786.09,248,9786.09,0.5830933985806795,0.3178893178893179,0.9370590568850098,0.6720089074241337,-0.18741875803828545,1.1377828689530303
Curtice Advani,UK,85% Dark Bars,2023-06-08,1131.25,175,1131.25,0.06703514880774478,0.22393822393822393,-1.1545660858783942,0.08332695211856231,0.8753225615512588,-0.7574804557539864
Brien Boise,Australia,Eclairs,2023-06-27,7484.07,94,7484.07,0.44583188801060647,0.11969111969111967,0.38072723432743366,-0.5698680941794004,-0.6721724029514373,-0.1337427846007753
Gunar Cockshoot,USA,Spicy Special Slims,2023-02-17,1339.61,166,1339.61,0.07945893676023016,0.21235521235521235,-1.1042114848983433,0.010749724752122002,0.788396632103794,-0.7731942255675769
Marney O'Breen,USA,After Nines,2023-05-30,5481.18,159,5481.18,0.32640646733411643,0.20334620334620332,-0.10331349689225297,-0.045699229866220464,0.04073943890719914,-0.10536790957401491
Husein Augar,UK,Drinking Coco,2023-03-14,3275.4,120,3275.4,0.19488341593349615,0.15315315315315314,-0.6363868878971313,-0.36020054845412847,0.19529323349123176,-0.7046937342892939
Kaine Padly,Australia,Eclairs,2023-02-28,7677.78,118,7677.78,0.45738214700597957,0.15057915057915056,0.4275413529483093,-0.3763288212022263,-0.5684220513354545,0.03621272847939071
Karlen McCaffrey,India,Fruit & Nut Bars,2023-01-26,189.37,315,189.37,0.010874093918673264,0.4041184041184041,-1.3821913093910176,1.2123060444854117,1.8345866726965756,-0.12012702283844008
Roddy Speechley,Canada,Spicy Special Slims,2023-02-09,1658.79,193,1658.79,0.09849053898078253,0.24710424710424708,-1.0270748869869755,0.22848140685144294,0.8878123695345909,-0.5646908652152057
Husein Augar,USA,Eclairs,2023-07-07,4168.93,122,4168.93,0.24816152713134737,0.1557271557271557,-0.42044646452553985,-0.3440722757060306,0.054004706821892796,-0.5405963855619403
Dennison Crosswaite,New Zealand,White Choc,2023-07-05,10604.89,165,10604.89,0.6319156176990085,0.21106821106821105,1.1349393951575455,0.002685588378073078,-0.8006243447980422,0.804422340305276
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2023-06-15,5773.51,325,5773.51,0.34383709668787943,0.416988416988417,-0.03266576937978299,1.2929474082259007,0.937350067115232,0.8911536930329784
Van Tuxwell,New Zealand,85% Dark Bars,2023-05-24,1838.78,121,1838.78,0.10922272171051878,0.15444015444015444,-0.983576496555034,-0.35213641208007956,0.4464955656452396,-0.9444916554142992
